CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Public Economics for Business Leaders: Federal Policy ,Winter 2020 ,"Besanko, David" ,KPPI-470-0 (32) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,3 ,0 ,8 ,65 ,3 ,"Exchange, Full-Time, E&W" ,0 ,5
Public Economics for Business Leaders: Federal Policy ,Winter 2020 ,"Besanko, David" ,KPPI-470-0 (31) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,9 ,250 ,4 ,65 ,4 ,"Exchange, Full-Time, E&W" ,0 ,0
Ethics and Leadership ,Winter 2020 ,"Sandroni, Alvaro" ,KPPI-460-0 (41) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Tue 6:30PM - 9:30PM ,5 ,0 ,34 ,65 ,5 ,"Exchange, Full-Time, E&W" ,0 ,29
The Education Industry ,Winter 2020 ,"Kothari, Pranav" ,KPPI-454-5 (41) ,Winter 2020 Bidding Phase III ,KPPI ,Evanston ,Non-Standard Meetings ,5 ,0 ,12 ,50 ,5 ,"Exchange, Full-Time, E&W" ,0 ,7
New Venture Discovery ,Winter 2020 ,"Eschbach, Jeffrey" ,KIEI-462-0 (81) ,Winter 2020 Bidding Phase III ,KIEI ,Chicago ,Sat 1:30PM - 4:30PM ,3 ,0 ,7 ,32 ,3 ,"Full-Time, E&W" ,0 ,4
Medical Technology Financing and Commercialization ,Winter 2020 ,"Arnold, Katie" ,KIEI-611-0 (51) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,1 ,0 ,3 ,20 ,1 ,"Full-Time, E&W" ,0 ,2
New Venture Discovery ,Winter 2020 ,"Farsht, Stephanie" ,KIEI-462-0 (31) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,8 ,801 ,3 ,32 ,3 ,"Full-Time, E&W" ,0 ,0
Commercializing Innovations ,Winter 2020 ,"Mayekar, Samir" ,KIEI-958-0 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Thu 6:30PM - 9:30PM ,1 ,103 ,1 ,20 ,1 ,"Full-Time, E&W" ,0 ,0
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Winter 2020 ,"Dwyer, Joe" ,KIEI-952-5 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,14 ,357 ,7 ,40 ,7 ,"Full-Time, E&W" ,0 ,0
Growth Strategy Practicum ,Winter 2020 ,"O'Connor, Karin" ,KIEI-915-0 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Non-Standard Meetings ,2 ,0 ,10 ,32 ,2 ,"Full-Time, E&W" ,0 ,8
Medical Technology Financing and Commercialization ,Winter 2020 ,"Norton, Evan" ,KIEI-611-0 (51) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,1 ,0 ,3 ,20 ,1 ,"Full-Time, E&W" ,0 ,2
Introduction to Software Development ,Winter 2020 ,"Eng, Brian" ,KIEI-451-0 (81) ,Winter 2020 Bidding Phase III ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,14 ,103 ,9 ,50 ,9 ,"Exchange, Full-Time, E&W" ,0 ,0
Entrepreneurial Selling ,Winter 2020 ,"Sykes, Andrew" ,KIEI-454-0 (81) ,Winter 2020 Bidding Phase III ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,12 ,0 ,32 ,65 ,12 ,"Exchange, Full-Time, E&W" ,0 ,20
Introduction to Software Development ,Winter 2020 ,"Block, Benjamin" ,KIEI-451-0 (31) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,7 ,702 ,2 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Moral Complexity in Leadership: An Exploration through Literature ,Winter 2020 ,"Vuckovic, Brooke" ,KACI-960-0 (41) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Tue 1:30PM - 4:30PM ,14 ,1028 ,2 ,36 ,2 ,"Full-Time, E&W" ,0 ,0
Entrepreneurship Through Acquisition ,Winter 2020 ,"Schneider, Alexander" ,KIEI-905-5 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Wed 6:30PM - 9:30PM ,10 ,474 ,5 ,65 ,5 ,"Exchange, Full-Time, E&W" ,0 ,0
Launching and Leading Startups ,Winter 2020 ,"Cast, Carter" ,KIEI-470-0 (41) ,Winter 2020 Bidding Phase III ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,24 ,1973 ,2 ,50 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Leader as Coach ,Winter 2020 ,"Ellington Booth, Brenda" ,KACI-462-0 (31) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5 ,900 ,1 ,36 ,1 ,"Full-Time, E&W" ,0 ,0
Visualization for Persuasion ,Winter 2020 ,"Franconeri, Steven" ,KACI-458-5 (81) ,Winter 2020 Bidding Phase III ,KACI ,Chicago ,Non-Standard Meetings ,59 ,1381 ,5 ,65 ,5 ,"Full-Time, E&W" ,0 ,0
Personal Leadership Insights ,Winter 2020 ,"Murnane, Kevin" ,KACI-461-5 (35) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Thu 6:30PM - 8:00PM ,14 ,750 ,2 ,12 ,2 ,Full-Time ,0 ,0
Personal Leadership Insights ,Winter 2020 ,"Corona, Paul" ,KACI-461-5 (36) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Fri 10:30AM - 12:00PM ,12 ,916 ,2 ,12 ,2 ,Full-Time ,0 ,0
Perspectives on Leadership ,Winter 2020 ,"Hughes, Edward" ,KACI-467-0 (81) ,Winter 2020 Bidding Phase III ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,0 ,0 ,34 ,45 ,0 ,"Exchange, Full-Time, E&W" ,0 ,34
Presentation Fundamentals ,Winter 2020 ,"Van Camp, Karen" ,KACI-452-5 (42) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,0 ,5 ,36 ,3 ,"Exchange, Full-Time, E&W" ,0 ,2
Selling Yourself and Your Ideas ,Winter 2020 ,"Wortmann, Craig" ,KACI-477-0 (51) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Fri 1:30PM - 4:30PM ,33 ,1450 ,4 ,70 ,4 ,"Exchange, Full-Time, E&W" ,0 ,0
Managerial Leadership ,Winter 2020 ,"Kraemer, Harry" ,KACI-468-0 (31) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Wed 6:30PM - 9:30PM ,12 ,501 ,3 ,50 ,3 ,"Exchange, Full-Time, E&W" ,0 ,0
Presentation Fundamentals ,Winter 2020 ,"Van Camp, Karen" ,KACI-452-5 (41) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,231 ,2 ,36 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Persuasive Presentations ,Winter 2020 ,"Van Camp, Karen" ,KACI-450-0 (41) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Tue 6:30PM - 9:30PM ,11 ,300 ,6 ,36 ,6 ,"Exchange, Full-Time, E&W" ,0 ,0
Global Initiatives in Management (GIM) ,Winter 2020 ,"Brick, Stephen" ,INTL-473-0 (47) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Non-Standard Meetings ,0 ,0 ,6 ,27 ,0 ,"Full-Time, E&W" ,0 ,6
Global Initiatives in Management (GIM) ,Winter 2020 ,"Darragh, Linda" ,INTL-473-0 (45) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Non-Standard Meetings ,3 ,0 ,5 ,27 ,3 ,"Full-Time, E&W" ,0 ,2
Strategic Communication for Organizations ,Winter 2020 ,"Carroll, Shana" ,KACI-915-5 (81) ,Winter 2020 Bidding Phase III ,KACI ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,27 ,9 ,39 ,9 ,"Exchange, Full-Time, E&W" ,0 ,0
Leader Development Models and Practices ,Winter 2020 ,"Banks, Bernard" ,KACI-930-5 (31) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Tue 1:30PM - 4:30PM ,4 ,0 ,6 ,36 ,4 ,"Exchange, Full-Time, E&W" ,0 ,2
Strategic Communication for Organizations ,Winter 2020 ,"Carroll, Shana" ,KACI-915-5 (51) ,Winter 2020 Bidding Phase III ,KACI ,Evanston ,Fri 1:30PM - 4:30PM ,12 ,2 ,12 ,48 ,12 ,"Exchange, Full-Time, E&W" ,0 ,0
Selling Yourself and Your Ideas ,Winter 2020 ,"Wortmann, Craig" ,KACI-477-0 (81) ,Winter 2020 Bidding Phase III ,KACI ,Chicago ,Fri 6:00PM - 9:00PM ,10 ,3100 ,1 ,70 ,1 ,"Exchange, Full-Time, E&W" ,0 ,0
Leader Development Models and Practices ,Winter 2020 ,"Banks, Bernard" ,KACI-930-5 (81) ,Winter 2020 Bidding Phase III ,KACI ,Chicago ,Mon 6:00PM - 9:00PM ,5 ,0 ,19 ,36 ,5 ,"Exchange, Full-Time, E&W" ,0 ,14
Global Initiatives in Management (GIM) ,Winter 2020 ,"Ma, Damien" ,INTL-473-0 (41) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Tue 6:30PM - 9:30PM ,3 ,0 ,5 ,32 ,3 ,"Full-Time, E&W" ,0 ,2
Global Initiatives in Management (GIM) ,Winter 2020 ,"Keeler, Daniel" ,INTL-473-0 (42) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Non-Standard Meetings ,12 ,1200 ,4 ,38 ,4 ,"Full-Time, E&W" ,0 ,0
Global Initiatives in Management (GIM) ,Winter 2020 ,"Lansberg-Rodriguez, Daniel" ,INTL-473-0 (43) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Non-Standard Meetings ,9 ,2 ,9 ,38 ,9 ,"Full-Time, E&W" ,0 ,0
Global Initiatives in Management (GIM) ,Winter 2020 ,"Towns, William" ,INTL-473-0 (44) ,Winter 2020 Bidding Phase III ,INTL ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,1399 ,2 ,32 ,2 ,"Full-Time, E&W" ,0 ,0
"Critical Issues in the Pharmaceutical, Biotech, and Medical Device Industries" ,Winter 2020 ,"Hughes, Edward" ,HCAK-453-0 (41) ,Winter 2020 Bidding Phase III ,HCAK ,Evanston ,Wed 6:30PM - 9:30PM ,8 ,0 ,21 ,48 ,8 ,"Exchange, Full-Time, E&W" ,0 ,13
Global Entrepreneurial Finance ,Winter 2020 ,"Liberti, Jose Maria" ,FINC-477-0 (41) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,3 ,0 ,7 ,45 ,3 ,"Full-Time, E&W" ,0 ,4
Impact Investing and Sustainable Finance ,Winter 2020 ,"Chen, David" ,FINC-946-0 (41) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,3 ,0 ,18 ,65 ,3 ,"Full-Time, E&W" ,0 ,15
Capital Markets ,Winter 2020 ,"Dew-Becker, Ian" ,FINC-450-0 (81) ,Winter 2020 Bidding Phase III ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,4 ,300 ,3 ,34 ,3 ,"Full-Time, E&W" ,0 ,0
Derivatives Markets ,Winter 2020 ,"Todorov, Viktor" ,FINC-465-0 (81) ,Winter 2020 Bidding Phase III ,FINC ,Chicago ,Sat 9:00AM - 12:00PM ,0 ,0 ,19 ,34 ,0 ,"Full-Time, E&W" ,0 ,19
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Winter 2020 ,"Liberti, Jose Maria" ,FINC-448-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,5 ,301 ,4 ,45 ,4 ,"Full-Time, E&W" ,0 ,0
Financial Decisions ,Winter 2020 ,"Chopra, Navin" ,FINC-442-0 (81) ,Winter 2020 Bidding Phase III ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,2 ,0 ,21 ,35 ,2 ,"Full-Time, E&W" ,0 ,19
Value Investing ,Winter 2020 ,"Jagannathan, Ravi" ,FINC-444-0 (41) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,1 ,0 ,29 ,50 ,1 ,"Full-Time, E&W" ,0 ,28
Financial Strategy and Tax ,Winter 2020 ,"Petersen, Mitchell" ,FINC-447-0 (41) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,4 ,0 ,15 ,65 ,4 ,"Full-Time, E&W" ,0 ,11
Financial Decisions ,Winter 2020 ,"Benmelech, Efraim" ,FINC-442-0 (32) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,9 ,171 ,6 ,50 ,6 ,"Full-Time, E&W" ,0 ,0
Finance II ,Winter 2020 ,"Frydman, Carola" ,FINC-431-0 (81) ,Winter 2020 Bidding Phase III ,FINC ,Chicago ,Thu 6:00PM - 9:00PM ,1 ,0 ,22 ,48 ,1 ,"Full-Time, E&W" ,0 ,21
Financial Decisions ,Winter 2020 ,"Benmelech, Efraim" ,FINC-442-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4 ,0 ,6 ,50 ,4 ,"Full-Time, E&W" ,0 ,2
Finance II ,Winter 2020 ,"Chopra, Navin" ,FINC-431-0 (32) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,3 ,150 ,1 ,55 ,1 ,"Full-Time, E&W" ,0 ,0
Finance II ,Winter 2020 ,"Frydman, Carola" ,FINC-431-0 (33) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4 ,152 ,2 ,55 ,2 ,"Full-Time, E&W" ,0 ,0
Finance II ,Winter 2020 ,"Chopra, Navin" ,FINC-431-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,6 ,0 ,18 ,55 ,6 ,"Full-Time, E&W" ,0 ,12
Finance I ,Winter 2020 ,"Nelson Mondragon, John" ,FINC-430-0 (33) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,1 ,0 ,20 ,65 ,1 ,Full-Time ,0 ,19
Real Estate Finance and Investments ,Winter 2020 ,"Nathanson, Charles" ,FINC-454-0 (81) ,Winter 2020 Bidding Phase III ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,4 ,0 ,21 ,60 ,4 ,"Exchange, Full-Time, E&W" ,0 ,17
Macroeconomic Policy and Global Capital Markets ,Winter 2020 ,"Eberly, Janice" ,FINC-473-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,8 ,0 ,27 ,65 ,8 ,"Exchange, Full-Time, E&W" ,0 ,19
Macroeconomic Policy and Global Capital Markets ,Winter 2020 ,"Eberly, Janice" ,FINC-473-0 (32) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5 ,0 ,25 ,65 ,5 ,"Exchange, Full-Time, E&W" ,0 ,20
Real Estate Finance and Investments ,Winter 2020 ,"Nathanson, Charles" ,FINC-454-0 (32) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,1 ,0 ,28 ,50 ,1 ,"Exchange, Full-Time, E&W" ,0 ,27
Real Estate Finance and Investments ,Winter 2020 ,"Nathanson, Charles" ,FINC-454-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5 ,0 ,21 ,50 ,5 ,"Exchange, Full-Time, E&W" ,0 ,16
Capital Markets ,Winter 2020 ,"Dew-Becker, Ian" ,FINC-450-0 (32) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,5 ,53 ,3 ,65 ,3 ,"Exchange, Full-Time, E&W" ,0 ,0
Capital Markets ,Winter 2020 ,"Dew-Becker, Ian" ,FINC-450-0 (31) ,Winter 2020 Bidding Phase III ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,600 ,1 ,65 ,1 ,"Exchange, Full-Time, E&W" ,0 ,0
Data Exploration ,Winter 2020 ,"McDonald, Robert" ,DECS-922-0 (31) ,Winter 2020 Bidding Phase III ,DECS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,3 ,0 ,13 ,40 ,3 ,"Exchange, Full-Time, E&W" ,0 ,10
Data Exploration ,Winter 2020 ,"Kim, Doyeon" ,DECS-922-0 (31) ,Winter 2020 Bidding Phase III ,DECS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,3 ,0 ,13 ,40 ,3 ,"Exchange, Full-Time, E&W" ,0 ,10
Financial Reporting and Analysis ,Winter 2020 ,"Finn, Mark" ,ACCT-451-0 (31) ,Winter 2020 Bidding Phase III ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4 ,0 ,9 ,50 ,4 ,"Full-Time, E&W" ,0 ,5
Financial Reporting and Analysis ,Winter 2020 ,"Finn, Mark" ,ACCT-451-0 (41) ,Winter 2020 Bidding Phase III ,ACCT ,Evanston ,Wed 6:30PM - 9:30PM ,5 ,0 ,30 ,50 ,5 ,"Full-Time, E&W" ,0 ,25
Managerial Accounting ,Winter 2020 ,"Walther, Beverly" ,ACCT-431-0 (32) ,Winter 2020 Bidding Phase III ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5 ,0 ,11 ,65 ,5 ,"Exchange, Full-Time, E&W" ,0 ,6
Managerial Accounting ,Winter 2020 ,"Walther, Beverly" ,ACCT-431-0 (31) ,Winter 2020 Bidding Phase III ,ACCT ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4 ,0 ,34 ,65 ,4 ,"Exchange, Full-Time, E&W" ,0 ,30
Strategic Decisions in Operations ,Winter 2020 ,"Van Mieghem, Jan" ,OPNS-454-0 (41) ,Winter 2020 Bidding Phase III ,OPNS ,Evanston ,Tue 6:30PM - 9:30PM ,15 ,503 ,5 ,65 ,5 ,"Exchange, Full-Time, E&W" ,0 ,0
Humanitarian and Non-Profit Operations ,Winter 2020 ,"Smilowitz, Karen" ,OPNS-951-0 (41) ,Winter 2020 Bidding Phase III ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,1 ,0 ,25 ,50 ,1 ,"Exchange, Full-Time, E&W" ,0 ,24
Operations Management ,Winter 2020 ,"Bray, Robert" ,OPNS-430-0 (32) ,Winter 2020 Bidding Phase III ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,7 ,452 ,4 ,70 ,4 ,Full-Time ,0 ,0
Operations Management ,Winter 2020 ,"Bray, Robert" ,OPNS-430-0 (31) ,Winter 2020 Bidding Phase III ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,16 ,377 ,6 ,70 ,6 ,Full-Time ,0 ,0
Strategic Decisions in Operations ,Winter 2020 ,"Van Mieghem, Jan" ,OPNS-454-0 (31) ,Winter 2020 Bidding Phase III ,OPNS ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,6 ,0 ,18 ,60 ,6 ,"Exchange, Full-Time, E&W" ,0 ,12
Beyond Diversity: The Fundamentals of Inclusive Leadership ,Winter 2020 ,"Pearce, Nicholas" ,MORS-462-5 (81) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Mon 6:00PM - 9:00PM ,3 ,0 ,4 ,36 ,3 ,"Exchange, Full-Time, E&W" ,0 ,1
Negotiations Fundamentals ,Winter 2020 ,"Wang, Cynthia" ,MORS-472-5 (51) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Fri 8:30AM - 11:30AM ,2 ,0 ,21 ,36 ,2 ,"Exchange, Full-Time, E&W" ,0 ,19
Negotiations Fundamentals ,Winter 2020 ,"Thompson, Leigh" ,MORS-472-5 (31) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,1 ,0 ,2 ,36 ,1 ,"Exchange, Full-Time, E&W" ,0 ,1
Negotiations Fundamentals ,Winter 2020 ,"Wang, Cynthia" ,MORS-472-5 (32) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Tue 1:30PM - 4:30PM ,3 ,0 ,19 ,36 ,3 ,"Exchange, Full-Time, E&W" ,0 ,16
Negotiations Fundamentals ,Winter 2020 ,"Thompson, Leigh" ,MORS-472-5 (41) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,2 ,0 ,8 ,36 ,2 ,"Exchange, Full-Time, E&W" ,0 ,6
Negotiations Fundamentals ,Winter 2020 ,"Wang, Cynthia" ,MORS-472-5 (83) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Sat 1:30PM - 4:30PM ,5 ,0 ,19 ,36 ,5 ,"Exchange, Full-Time, E&W" ,0 ,14
Negotiations Fundamentals ,Winter 2020 ,"Wang, Cynthia" ,MORS-472-5 (82) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Wed 6:00PM - 9:00PM ,5 ,0 ,16 ,36 ,5 ,"Exchange, Full-Time, E&W" ,0 ,11
Corporate Entrepreneurship: Organization Design for Disruption ,Winter 2020 ,"Chu, Johan" ,MORS-928-0 (51) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,1 ,0 ,27 ,50 ,1 ,"Exchange, Full-Time, E&W" ,0 ,26
Corporate Entrepreneurship: Organization Design for Disruption ,Winter 2020 ,"Chu, Johan" ,MORS-928-0 (41) ,Winter 2020 Bidding Phase III ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,6 ,0 ,39 ,65 ,6 ,"Exchange, Full-Time, E&W" ,0 ,33
Corporate Entrepreneurship: Organization Design for Disruption ,Winter 2020 ,"Chu, Johan" ,MORS-928-0 (81) ,Winter 2020 Bidding Phase III ,MORS ,Chicago ,Sat 1:30PM - 4:30PM ,2 ,0 ,48 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,46
Strategy and Organization ,Winter 2020 ,"Reich, Bryony" ,STRT-452-0 (81) ,Winter 2020 Bidding Phase III ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,4 ,0 ,20 ,48 ,4 ,"Exchange, Full-Time, E&W" ,0 ,16
Technology and Innovation Strategy ,Winter 2020 ,"Markovich, Sarit" ,STRT-463-5 (31) ,Winter 2020 Bidding Phase III ,STRT ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,7 ,250 ,2 ,65 ,2 ,"Exchange, Full-Time, E&W" ,0 ,0
Strategy and Organization ,Winter 2020 ,"Rayo, Luis" ,STRT-452-0 (32) ,Winter 2020 Bidding Phase III ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,8 ,169 ,6 ,60 ,6 ,"Exchange, Full-Time, E&W" ,0 ,0
Strategy and Organization ,Winter 2020 ,"Rayo, Luis" ,STRT-452-0 (31) ,Winter 2020 Bidding Phase III ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4 ,0 ,7 ,60 ,4 ,"Exchange, Full-Time, E&W" ,0 ,3
Technology and Innovation Strategy ,Winter 2020 ,"Markovich, Sarit" ,STRT-463-5 (81) ,Winter 2020 Bidding Phase III ,STRT ,Chicago ,Sat 1:30PM - 4:30PM ,5 ,0 ,27 ,60 ,5 ,"Exchange, Full-Time, E&W" ,0 ,22
Analytics for Strategy ,Winter 2020 ,"Prager, Elena" ,STRT-469-0 (31) ,Winter 2020 Bidding Phase III ,STRT ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,4 ,0 ,28 ,65 ,4 ,"Exchange, Full-Time, E&W" ,0 ,24
Real Estate Entrepreneurship ,Winter 2020 ,"Bennett, William" ,REAL-465-0 (81) ,Winter 2020 Bidding Phase III ,REAL ,Chicago ,Mon 6:00PM - 9:00PM ,4 ,0 ,14 ,40 ,4 ,"Exchange, Full-Time, E&W" ,0 ,10
Family Enterprises: Issues and Solutions ,Winter 2020 ,"Pendergast, Jennifer" ,STRT-447-0 (41) ,Winter 2020 Bidding Phase III ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,30 ,65 ,1 ,"Exchange, Full-Time, E&W" ,0 ,29
Healthcare Strategy ,Winter 2020 ,"Garthwaite, Craig" ,STRT-443-0 (91) ,Winter 2020 Bidding Phase III ,STRT ,Chicago ,Thu 6:00PM - 9:00PM ,18 ,507 ,7 ,65 ,7 ,"Exchange, Full-Time, E&W" ,0 ,0
Real Estate Entrepreneurship ,Winter 2020 ,"Bennett, William" ,REAL-465-0 (41) ,Winter 2020 Bidding Phase III ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,2 ,0 ,17 ,50 ,2 ,"Exchange, Full-Time, E&W" ,0 ,15
Analytics for Strategy ,Winter 2020 ,"Prager, Elena" ,STRT-469-0 (81) ,Winter 2020 Bidding Phase III ,STRT ,Chicago ,Sat 9:00AM - 12:00PM ,3 ,0 ,29 ,65 ,3 ,"Exchange, Full-Time, E&W" ,0 ,26
Financial Reporting and Analysis ,Winter 2021 ,"Finn, Mark" ,ACCT-451-0 (91HR) ,Winter 2021 Bidding Phase 1 ,ACCT ,Chicago ,Wed 6:00PM - 9:00PM ,4 ,0 ,5 ,5 ,4 ,Full-Time ,0 ,1
Financial Reporting and Analysis ,Winter 2021 ,"Finn, Mark" ,ACCT-451-0 (91HV) ,Winter 2021 Bidding Phase 1 ,ACCT ,Chicago ,Wed 6:00PM - 9:00PM ,12 ,1 ,12 ,12 ,12 ,Full-Time ,0 ,0
Managerial Accounting ,Winter 2021 ,"Walther, Beverly" ,ACCT-431-0 (31) ,Winter 2021 Bidding Phase 1 ,ACCT ,Evanston ,Mon/Thu 8:15AM - 9:45AM ,32 ,0 ,61 ,61 ,32 ,"Full-Time, E&W" ,0 ,29
Managerial Accounting ,Winter 2021 ,"Walther, Beverly" ,ACCT-431-0 (32) ,Winter 2021 Bidding Phase 1 ,ACCT ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,26 ,0 ,61 ,61 ,26 ,"Full-Time, E&W" ,0 ,35
Data Exploration ,Winter 2021 ,"McDonald, Robert" ,DECS-922-0 (41) ,Winter 2021 Bidding Phase 1 ,DECS ,Evanston ,Tue 6:30PM - 9:30PM ,28 ,0 ,30 ,30 ,28 ,Full-Time ,0 ,2
Finance I ,Winter 2021 ,"Korajczyk, Robert" ,FINC-430-0 (31HR) ,Winter 2021 Bidding Phase 1 ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,127 ,209 ,54 ,54 ,54 ,Full-Time ,0 ,0
Finance I ,Winter 2021 ,"Korajczyk, Robert" ,FINC-430-0 (31HV) ,Winter 2021 Bidding Phase 1 ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,13 ,0 ,16 ,16 ,16 ,Full-Time ,0 ,0
Finance I ,Winter 2021 ,"Jiang, Zhengyang" ,FINC-430-0 (32) ,Winter 2021 Bidding Phase 1 ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,53 ,0 ,70 ,70 ,64 ,Full-Time ,0 ,6
