CourseTitle ,Term ,Faculty ,CourseSection ,Phase ,Area ,Campus ,Meeting Pattern ,Bids ,Closing Cost ,Seats Available ,Total seats ,Enrolled ,Program ,WaitList ,OpenSeats
Marketing Research and Analytics ,Fall 2015 ,"Maimaran, Michal" ,MKTG-450-0 (61) ,Fall 2015 Bidding Phase I ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,61 ,0 ,65 ,65 ,61 ,Full-Time ,0 ,4
Macroeconomics ,Fall 2015 ,"Hu, Tai-Wei" ,MECN-450-0 (61) ,Fall 2015 Bidding Phase I ,MECN ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,28 ,0 ,63 ,63 ,28 ,Full-Time ,0 ,35
Pricing Strategies ,Fall 2015 ,"Schummer, James" ,MECN-446-0 (62) ,Fall 2015 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,23 ,0 ,53 ,58 ,23 ,Full-Time ,0 ,30
Pricing Strategies ,Fall 2015 ,"Schummer, James" ,MECN-446-0 (61) ,Fall 2015 Bidding Phase I ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,27 ,0 ,53 ,58 ,27 ,Full-Time ,0 ,26
Thought Leadership Seminar ,Fall 2015 ,Unknown ,KPPI-484-0 (X61) ,Fall 2015 Bidding Phase I ,KPPI ,Evanston ,TBA  ,9 ,0 ,24 ,25 ,9 ,Full-Time ,0 ,15
Public Economics for Business Leaders: State and Local Policy ,Fall 2015 ,"McGuire, Therese" ,KPPI-480-0 (61) ,Fall 2015 Bidding Phase I ,KPPI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,15 ,0 ,56 ,56 ,15 ,Full-Time ,0 ,41
Ethics and Leadership ,Fall 2015 ,"Austen-Smith, David" ,KPPI-460-0 (61) ,Fall 2015 Bidding Phase I ,KPPI ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,43 ,0 ,62 ,62 ,43 ,Full-Time ,0 ,19
Social Innovation: Designing for Change ,Fall 2015 ,"Lyon, Gabrielle" ,KPPI-452-0 (81) ,Fall 2015 Bidding Phase I ,KPPI ,Evanston ,Thu 6:30PM - 9:30PM ,15 ,0 ,33 ,35 ,15 ,Full-Time ,0 ,18
Strategy Beyond Markets ,Fall 2015 ,"Persico, Nicola" ,KPPI-441-0 (31) ,Fall 2015 Bidding Phase I ,KPPI ,Chicago ,Thu 6:00PM - 9:00PM ,10 ,1 ,9 ,10 ,9 ,Full-Time ,1 ,0
Introduction to Software Development ,Fall 2015 ,"Eng, Brian" ,KIEI-924-5 (80) ,Fall 2015 Bidding Phase I ,KIEI ,Evanston ,Fri 1:30PM - 4:30PM ,65 ,200 ,22 ,24 ,22 ,Full-Time ,43 ,0
Corporate Innovation and New Ventures ,Fall 2015 ,"Earle, Jr., Paul" ,KIEI-903-0 (31) ,Fall 2015 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,27 ,1200 ,2 ,5 ,2 ,Full-Time ,25 ,0
Corporate Innovation and New Ventures ,Fall 2015 ,"DeBiase, Dean" ,KIEI-903-0 (31) ,Fall 2015 Bidding Phase I ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,27 ,1200 ,2 ,5 ,2 ,Full-Time ,25 ,0
New Venture Discovery ,Fall 2015 ,"Schonthal, David" ,KIEI-462-0 (62) ,Fall 2015 Bidding Phase I ,KIEI ,Evanston ,Thu 1:30PM - 4:45PM ,57 ,1055 ,37 ,40 ,37 ,Full-Time ,20 ,0
"Leadership: Power, Politics and Talk" ,Fall 2015 ,"Blount, Sally" ,KACI-469-5 (81) ,Fall 2015 Bidding Phase I ,KACI ,Evanston ,Mon 6:30PM - 8:30PM ,134 ,250 ,94 ,95 ,94 ,Full-Time ,40 ,0
New Venture Discovery ,Fall 2015 ,"Vehovsky, Gabe" ,KIEI-462-0 (61) ,Fall 2015 Bidding Phase I ,KIEI ,Evanston ,Tue 1:30PM - 4:45PM ,31 ,0 ,37 ,40 ,31 ,Full-Time ,0 ,6
Managerial Leadership ,Fall 2015 ,"Kraemer, Harry" ,KACI-468-0 (91) ,Fall 2015 Bidding Phase I ,KACI ,Evanston ,Wed 6:30PM - 9:30PM ,60 ,1 ,60 ,65 ,60 ,Full-Time ,0 ,0
Leader as Coach ,Fall 2015 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,Fall 2015 Bidding Phase I ,KACI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,32 ,0 ,33 ,36 ,32 ,Full-Time ,0 ,1
Personal Leadership Insights ,Fall 2015 ,"Ellington Booth, Brenda" ,KACI-461-5 (61) ,Fall 2015 Bidding Phase I ,KACI ,Evanston ,Non-Standard Meetings ,93 ,1300 ,10 ,10 ,10 ,Full-Time ,83 ,0
Biomedical Marketing ,Fall 2015 ,"Calkins, Timothy" ,HEMA-914-0 (61) ,Fall 2015 Bidding Phase I ,HEMA ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,38 ,0 ,48 ,50 ,38 ,Full-Time ,0 ,10
International Finance ,Fall 2015 ,"Rebelo, Sergio" ,FINC-470-0 (62) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,65 ,201 ,64 ,65 ,64 ,Full-Time ,1 ,0
Investment Banking Recruiting Prep ,Fall 2015 ,"Stowell, David" ,FINC-944-5 (81) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,7 ,0 ,49 ,55 ,7 ,Full-Time ,0 ,42
International Finance ,Fall 2015 ,"Rebelo, Sergio" ,FINC-470-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,67 ,201 ,60 ,65 ,60 ,Full-Time ,7 ,0
Derivatives Markets ,Fall 2015 ,"Hagerty, Kathleen" ,FINC-465-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,31 ,0 ,62 ,62 ,31 ,Full-Time ,0 ,31
Securities Analysis ,Fall 2015 ,"Swaminathan, Bhaskaran" ,FINC-463-0 (81) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,39 ,0 ,51 ,55 ,39 ,Full-Time ,0 ,12
Investments ,Fall 2015 ,"Dew-Becker, Ian" ,FINC-460-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,17 ,0 ,35 ,40 ,17 ,Full-Time ,0 ,18
Real Estate Finance and Investments ,Fall 2015 ,"Nathanson, Charles" ,FINC-454-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,14 ,0 ,60 ,65 ,14 ,Full-Time ,0 ,46
Entrepreneurial Finance and Venture Capital ,Fall 2015 ,"Sapienza, Paola" ,FINC-445-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,22 ,0 ,58 ,63 ,22 ,Full-Time ,0 ,36
Financial Decisions ,Fall 2015 ,"Thompson, Timothy" ,FINC-442-0 (63) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,19 ,0 ,50 ,50 ,19 ,Full-Time ,0 ,31
Financial Decisions ,Fall 2015 ,"Raviv, Artur" ,FINC-442-0 (62) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,78 ,600 ,47 ,50 ,47 ,Full-Time ,30 ,0
Financial Decisions ,Fall 2015 ,"Raviv, Artur" ,FINC-442-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,49 ,0 ,50 ,50 ,50 ,Full-Time ,0 ,0
Finance II ,Fall 2015 ,"Chopra, Navin" ,FINC-431-0 (62) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,28 ,0 ,65 ,65 ,28 ,Full-Time ,0 ,37
Decision Making and Modeling ,Fall 2015 ,"Al-Najjar, Nabil" ,DECS-450-0 (62) ,Fall 2015 Bidding Phase I ,DECS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,18 ,0 ,47 ,50 ,22 ,Full-Time ,0 ,25
Finance II ,Fall 2015 ,"Chopra, Navin" ,FINC-431-0 (61) ,Fall 2015 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,31 ,0 ,64 ,65 ,31 ,Full-Time ,0 ,33
Decision Making and Modeling ,Fall 2015 ,"Al-Najjar, Nabil" ,DECS-450-0 (61) ,Fall 2015 Bidding Phase I ,DECS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,51 ,5 ,47 ,50 ,47 ,Full-Time ,0 ,0
Business Law for Entrepreneurs ,Fall 2015 ,"Bradley, Craig" ,BLAW-911-5 (81) ,Fall 2015 Bidding Phase I ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,21 ,0 ,55 ,55 ,21 ,Full-Time ,0 ,34
Business Law for Entrepreneurs ,Fall 2015 ,"Bradley, Craig" ,BLAW-911-5 (31) ,Fall 2015 Bidding Phase I ,BLAW ,Chicago ,Thu 6:00PM - 9:00PM ,8 ,1 ,8 ,10 ,8 ,Full-Time ,0 ,0
Business Law ,Fall 2015 ,"McCareins, Mark" ,BLAW-435-0 (81) ,Fall 2015 Bidding Phase I ,BLAW ,Evanston ,Mon 6:30PM - 9:30PM ,29 ,0 ,52 ,55 ,29 ,Full-Time ,0 ,23
Financial Planning for Mergers & Acquisitions ,Fall 2015 ,"Lys, Thomas" ,ACCT-444-0 (61) ,Fall 2015 Bidding Phase I ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,28 ,0 ,35 ,40 ,28 ,Full-Time ,0 ,7
Financial Planning for Mergers & Acquisitions ,Fall 2015 ,"Lys, Thomas" ,ACCT-444-0 (81) ,Fall 2015 Bidding Phase I ,ACCT ,Evanston ,Mon 6:30PM - 9:30PM ,10 ,0 ,54 ,55 ,10 ,Full-Time ,0 ,44
Financial Planning for Mergers & Acquisitions ,Fall 2015 ,"Lys, Thomas" ,ACCT-444-0 (81) ,Fall 2015 Bidding Phase II ,ACCT ,Evanston ,Mon 6:30PM - 9:30PM ,1 ,0 ,44 ,55 ,1 ,Full-Time ,0 ,43
Financial Planning for Mergers & Acquisitions ,Fall 2015 ,"Lys, Thomas" ,ACCT-444-0 (61) ,Fall 2015 Bidding Phase II ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,6 ,0 ,7 ,40 ,6 ,Full-Time ,0 ,1
Business Law ,Fall 2015 ,"McCareins, Mark" ,BLAW-435-0 (81) ,Fall 2015 Bidding Phase II ,BLAW ,Evanston ,Mon 6:30PM - 9:30PM ,10 ,0 ,25 ,55 ,10 ,Full-Time ,0 ,15
Business Law for Entrepreneurs ,Fall 2015 ,"Bradley, Craig" ,BLAW-911-5 (31) ,Fall 2015 Bidding Phase II ,BLAW ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,10 ,0 ,Full-Time ,0 ,0
Business Law for Entrepreneurs ,Fall 2015 ,"Bradley, Craig" ,BLAW-911-5 (81) ,Fall 2015 Bidding Phase II ,BLAW ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,36 ,55 ,4 ,Full-Time ,0 ,32
Decision Making and Modeling ,Fall 2015 ,"Al-Najjar, Nabil" ,DECS-450-0 (61) ,Fall 2015 Bidding Phase II ,DECS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,5 ,10 ,5 ,50 ,5 ,Full-Time ,0 ,0
Finance II ,Fall 2015 ,"Chopra, Navin" ,FINC-431-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,6 ,0 ,35 ,65 ,6 ,Full-Time ,0 ,29
Decision Making and Modeling ,Fall 2015 ,"Al-Najjar, Nabil" ,DECS-450-0 (62) ,Fall 2015 Bidding Phase II ,DECS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,18 ,0 ,27 ,50 ,18 ,Full-Time ,0 ,9
Finance II ,Fall 2015 ,"Chopra, Navin" ,FINC-431-0 (62) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,3 ,0 ,38 ,65 ,3 ,Full-Time ,0 ,35
Financial Decisions ,Fall 2015 ,"Raviv, Artur" ,FINC-442-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,9 ,957 ,1 ,50 ,1 ,Full-Time ,8 ,0
Financial Decisions ,Fall 2015 ,"Thompson, Timothy" ,FINC-442-0 (63) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,9 ,0 ,34 ,50 ,9 ,Full-Time ,0 ,25
Entrepreneurial Finance and Venture Capital ,Fall 2015 ,"Sapienza, Paola" ,FINC-445-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,13 ,0 ,40 ,63 ,13 ,Full-Time ,0 ,27
Real Estate Finance and Investments ,Fall 2015 ,"Nathanson, Charles" ,FINC-454-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4 ,0 ,47 ,65 ,4 ,Full-Time ,0 ,43
Investments ,Fall 2015 ,"Dew-Becker, Ian" ,FINC-460-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,3 ,0 ,20 ,40 ,3 ,Full-Time ,0 ,17
Securities Analysis ,Fall 2015 ,"Swaminathan, Bhaskaran" ,FINC-463-0 (81) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,6 ,0 ,13 ,55 ,6 ,Full-Time ,0 ,7
Derivatives Markets ,Fall 2015 ,"Hagerty, Kathleen" ,FINC-465-0 (61) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,8 ,0 ,36 ,62 ,8 ,Full-Time ,0 ,28
Investment Banking Recruiting Prep ,Fall 2015 ,"Stowell, David" ,FINC-944-5 (81) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,2 ,0 ,42 ,55 ,2 ,Full-Time ,0 ,40
International Finance ,Fall 2015 ,"Rebelo, Sergio" ,FINC-470-0 (62) ,Fall 2015 Bidding Phase II ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,14 ,1300 ,2 ,65 ,2 ,Full-Time ,12 ,0
Biomedical Marketing ,Fall 2015 ,"Calkins, Timothy" ,HEMA-914-0 (61) ,Fall 2015 Bidding Phase II ,HEMA ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,6 ,0 ,13 ,50 ,6 ,Full-Time ,0 ,7
Leader as Coach ,Fall 2015 ,"Ellington Booth, Brenda" ,KACI-462-0 (61) ,Fall 2015 Bidding Phase II ,KACI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,17 ,873 ,3 ,36 ,3 ,Full-Time ,14 ,0
Managerial Leadership ,Fall 2015 ,"Kraemer, Harry" ,KACI-468-0 (91) ,Fall 2015 Bidding Phase II ,KACI ,Evanston ,Wed 6:30PM - 9:30PM ,43 ,1001 ,2 ,65 ,2 ,Full-Time ,41 ,0
New Venture Discovery ,Fall 2015 ,"Vehovsky, Gabe" ,KIEI-462-0 (61) ,Fall 2015 Bidding Phase II ,KIEI ,Evanston ,Tue 1:30PM - 4:45PM ,15 ,653 ,6 ,40 ,6 ,Full-Time ,9 ,0
"Leadership: Power, Politics and Talk" ,Fall 2015 ,"Blount, Sally" ,KACI-469-5 (81) ,Fall 2015 Bidding Phase II ,KACI ,Evanston ,Mon 6:30PM - 8:30PM ,0 ,0 ,0 ,95 ,0 ,Full-Time ,0 ,0
New Venture Discovery ,Fall 2015 ,"Schonthal, David" ,KIEI-462-0 (62) ,Fall 2015 Bidding Phase II ,KIEI ,Evanston ,Thu 1:30PM - 4:45PM ,1 ,1 ,0 ,40 ,0 ,Full-Time ,0 ,0
Strategy Beyond Markets ,Fall 2015 ,"Persico, Nicola" ,KPPI-441-0 (31) ,Fall 2015 Bidding Phase II ,KPPI ,Chicago ,Thu 6:00PM - 9:00PM ,0 ,0 ,0 ,10 ,0 ,Full-Time ,0 ,0
Social Innovation: Designing for Change ,Fall 2015 ,"Lyon, Gabrielle" ,KPPI-452-0 (81) ,Fall 2015 Bidding Phase II ,KPPI ,Evanston ,Thu 6:30PM - 9:30PM ,4 ,0 ,19 ,35 ,4 ,Full-Time ,0 ,15
Ethics and Leadership ,Fall 2015 ,"Austen-Smith, David" ,KPPI-460-0 (61) ,Fall 2015 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,22 ,0 ,23 ,62 ,22 ,Full-Time ,0 ,1
Public Economics for Business Leaders: State and Local Policy ,Fall 2015 ,"McGuire, Therese" ,KPPI-480-0 (61) ,Fall 2015 Bidding Phase II ,KPPI ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,5 ,0 ,43 ,56 ,5 ,Full-Time ,0 ,38
Pricing Strategies ,Fall 2015 ,"Schummer, James" ,MECN-446-0 (61) ,Fall 2015 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,9 ,0 ,29 ,58 ,9 ,Full-Time ,0 ,20
Pricing Strategies ,Fall 2015 ,"Schummer, James" ,MECN-446-0 (62) ,Fall 2015 Bidding Phase II ,MECN ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,11 ,0 ,35 ,58 ,11 ,Full-Time ,0 ,24
Macroeconomics ,Fall 2015 ,"Hu, Tai-Wei" ,MECN-450-0 (61) ,Fall 2015 Bidding Phase II ,MECN ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,12 ,0 ,35 ,63 ,12 ,Full-Time ,0 ,23
Marketing Research and Analytics ,Fall 2015 ,"Maimaran, Michal" ,MKTG-450-0 (61) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,15 ,11 ,15 ,65 ,15 ,Full-Time ,0 ,0
Marketing Research and Analytics ,Fall 2015 ,"Maimaran, Michal" ,MKTG-450-0 (62) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,10 ,0 ,34 ,65 ,10 ,Full-Time ,0 ,24
Advertising Strategy ,Fall 2015 ,"Sternthal, Brian" ,MKTG-454-0 (61) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,17 ,0 ,28 ,65 ,17 ,Full-Time ,0 ,11
Marketing Strategy for Growth and Defense ,Fall 2015 ,"Krishnamurthi, Lakshman" ,MKTG-466-0 (31) ,Fall 2015 Bidding Phase II ,MKTG ,Chicago ,Tue 6:00PM - 9:00PM ,0 ,0 ,0 ,5 ,0 ,Full-Time ,0 ,0
Marketing Strategy for Growth and Defense ,Fall 2015 ,"Calkins, Timothy" ,MKTG-466-0 (61) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,22 ,602 ,10 ,65 ,10 ,Full-Time ,12 ,0
Strategic Brand Management ,Fall 2015 ,"Roese, Neal" ,MKTG-925-0 (81) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Wed 6:30PM - 9:30PM ,7 ,303 ,4 ,25 ,4 ,Full-Time ,3 ,0
Digital Marketing Analytics ,Fall 2015 ,"Cutler, Jennifer" ,MKTG-955-0 (61) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,14 ,0 ,27 ,65 ,14 ,Full-Time ,0 ,13
Entrepreneurial Tools for Digital Marketing ,Fall 2015 ,"Johnson, Sean" ,MKTG-961-5 (81) ,Fall 2015 Bidding Phase II ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,25 ,276 ,9 ,60 ,9 ,Full-Time ,16 ,0
Creating and Managing Strategic Alliances ,Fall 2015 ,"Zajac, Edward" ,MORS-454-5 (81) ,Fall 2015 Bidding Phase II ,MORS ,Evanston ,Wed 6:30PM - 9:30PM ,25 ,101 ,16 ,55 ,16 ,Full-Time ,9 ,0
Leading and Managing Teams ,Fall 2015 ,"Kouchaki, Maryam" ,MORS-460-0 (80) ,Fall 2015 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,0 ,0 ,0 ,30 ,0 ,Full-Time ,0 ,0
Negotiations Fundamentals ,Fall 2015 ,"Finkel, Eli" ,MORS-472-5 (80) ,Fall 2015 Bidding Phase II ,MORS ,Evanston ,Fri 1:30PM - 4:30PM ,26 ,0 ,2 ,30 ,2 ,Full-Time ,24 ,0
Managing in Professonal Service Firms ,Fall 2015 ,"Bette, Gerhard" ,MORS-934-0 (81) ,Fall 2015 Bidding Phase II ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,25 ,0 ,Full-Time ,0 ,0
"Entrepreneurship: Building Innovation, Teams, and Cultures" ,Fall 2015 ,"Dwyer, Joe" ,MORS-952-5 (81) ,Fall 2015 Bidding Phase II ,MORS ,Evanston ,Tue 6:30PM - 9:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
Analytical Decision Modeling ,Fall 2015 ,"Deshmukh, Sudhakar" ,OPNS-450-0 (61) ,Fall 2015 Bidding Phase II ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,23 ,1 ,22 ,58 ,22 ,Full-Time ,1 ,0
Service Design ,Fall 2015 ,"Gurvich, Itai" ,OPNS-980-0 (61) ,Fall 2015 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,6 ,0 ,25 ,65 ,6 ,Full-Time ,0 ,19
Service Operations ,Fall 2015 ,"Gurvich, Itai" ,OPNS-482-0 (61) ,Fall 2015 Bidding Phase II ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,3 ,0 ,40 ,63 ,3 ,Full-Time ,0 ,37
Real Estate Development ,Fall 2015 ,"Cocagne, David" ,REAL-444-0 (81) ,Fall 2015 Bidding Phase II ,REAL ,Evanston ,Tue 6:30PM - 9:30PM ,7 ,0 ,21 ,55 ,7 ,Full-Time ,0 ,14
Healthcare Economics ,Fall 2015 ,"Dranove, David" ,STRT-444-0 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,6 ,0 ,35 ,55 ,6 ,Full-Time ,0 ,29
International Business Strategy ,Fall 2015 ,"Spulber, Daniel" ,STRT-460-0 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Mon 6:30PM - 9:30PM ,9 ,0 ,18 ,55 ,9 ,Full-Time ,0 ,9
Strategic Challenges in Emerging Markets ,Fall 2015 ,"Jones, Benjamin" ,STRT-466-0 (62) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,29 ,557 ,13 ,66 ,13 ,Full-Time ,16 ,0
Strategic Franchising ,Fall 2015 ,"Cohen, Burton" ,STRT-931-5 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Thu 6:30PM - 9:30PM ,10 ,0 ,38 ,55 ,10 ,Full-Time ,0 ,28
Strategies for Growth ,Fall 2015 ,"Mazzeo, Michael" ,STRT-955-5 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Thu 6:30PM - 9:30PM ,0 ,0 ,0 ,55 ,0 ,Full-Time ,0 ,0
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2015 ,"Mainardi, Cesare" ,STRT-960-5 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Tue 6:30PM - 9:30PM ,36 ,0 ,19 ,55 ,19 ,Full-Time ,17 ,0
Strategic Decisions: A Guide to Making Winning Choices ,Fall 2015 ,"Leinwand, Paul" ,STRT-960-5 (81) ,Fall 2015 Bidding Phase II ,STRT ,Evanston ,Tue 6:30PM - 9:30PM ,36 ,0 ,19 ,55 ,19 ,Full-Time ,17 ,0
Financial Planning for Mergers & Acquisitions ,Fall 2016 ,"Finn, Mark" ,ACCT-444-0 (61) ,Fall 2016 Bidding Phase I ,ACCT ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,60 ,0 ,61 ,65 ,60 ,Full-Time ,0 ,1
Business Law ,Fall 2016 ,"McCareins, Mark" ,BLAW-435-0 (81) ,Fall 2016 Bidding Phase I ,BLAW ,Evanston ,Mon 6:30PM - 9:30PM ,43 ,0 ,52 ,55 ,43 ,Full-Time ,0 ,9
Decision Making and Modeling ,Fall 2016 ,"Al-Najjar, Nabil" ,DECS-450-0 (61) ,Fall 2016 Bidding Phase I ,DECS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,130 ,216 ,61 ,65 ,61 ,Full-Time ,42 ,0
Decision Making and Modeling ,Fall 2016 ,"Al-Najjar, Nabil" ,DECS-450-0 (81) ,Fall 2016 Bidding Phase I ,DECS ,Evanston ,Thu 6:30PM - 9:30PM ,27 ,0 ,54 ,55 ,54 ,Full-Time ,0 ,0
Finance II ,Fall 2016 ,"Chopra, Navin" ,FINC-431-0 (61) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,75 ,50 ,50 ,50 ,50 ,Full-Time ,15 ,0
Finance II ,Fall 2016 ,"Chopra, Navin" ,FINC-431-0 (62) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,19 ,0 ,50 ,50 ,29 ,Full-Time ,0 ,21
Financial Decisions ,Fall 2016 ,"Raviv, Artur" ,FINC-442-0 (61) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,103 ,409 ,48 ,50 ,48 ,Full-Time ,47 ,0
Financial Decisions ,Fall 2016 ,"Raviv, Artur" ,FINC-442-0 (62) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,50 ,23 ,48 ,50 ,48 ,Full-Time ,2 ,0
Financial Decisions ,Fall 2016 ,"Raviv, Artur" ,FINC-442-0 (81) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,29 ,0 ,37 ,40 ,37 ,Full-Time ,0 ,0
Real Estate Finance and Investments ,Fall 2016 ,"Furfine, Craig" ,FINC-454-0 (61) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,65 ,15 ,65 ,65 ,65 ,Full-Time ,0 ,0
Securities Analysis ,Fall 2016 ,"Vincent, Linda" ,FINC-463-0 (81) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Mon 6:30PM - 9:30PM ,13 ,0 ,52 ,55 ,13 ,Full-Time ,0 ,39
Derivatives Markets ,Fall 2016 ,"Skiadas, Constantinos" ,FINC-465-0 (61) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,16 ,0 ,50 ,50 ,16 ,Full-Time ,0 ,34
International Finance ,Fall 2016 ,"Rebelo, Sergio" ,FINC-470-0 (61) ,Fall 2016 Bidding Phase I ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,56 ,0 ,61 ,65 ,56 ,Full-Time ,0 ,5
